Entry	Gene Name	TCDB
Q15527	SURF2	Unknown
Q15615	OR4D1	Unknown
Q15619	OR1C1	Unknown
Q15622	OR7A5	Unknown
Q16048	PMCHL1	Unknown
Q16517	NNAT	1.A.50.7.1;
Q16557	PSG3	Unknown
Q16559	TAL2	Unknown
Q16609	LPAL2	Unknown
Q16626	MEA1	Unknown
Q17R55	FAM187B	Unknown
Q17RC7	EXOC3L4	Unknown
Q17RG1	KCTD19	Unknown
Q1ED39	KNOP1	Unknown
Q1KMD3	HNRNPUL2	Unknown
Q1W4C9	SPINK13	Unknown
Q1X8D7	LRRC36	Unknown
Q1XH10	SKIDA1	Unknown
Q1ZYL8	IZUMO4	8.A.55.3.1;
Q2KHR3	QSER1	Unknown
Q2M218	ZNF630	Unknown
Q2M296	MTHFSD	Unknown
Q2M2W7	C17orf58	Unknown
Q2M329	CFAP184	Unknown
Q2M3V2	SOWAHA	Unknown
Q2M3W8	ZNF181	Unknown
Q2M5E4	RGS21	Unknown
Q2QD12	RPEL1	Unknown
Q2TAA2	IAH1	Unknown
Q2TAA8	TSNAXIP1	Unknown
Q2TAL5	SMTNL2	Unknown
Q2TB10	ZNF800	Unknown
Q2TBF2	WSCD2	Unknown
Q2TV78	MST1L	Unknown
Q2VPJ9	LRRC75B	Unknown
Q2VY69	ZNF284	Unknown
Q2WGJ8	CATSPERQ	8.A.214.1.1;
Q2WGN9	GAB4	Unknown
Q309B1	TRIM16L	Unknown
Q30KQ1	DEFB133	Unknown
Q30KQ4	DEFB116	Unknown
Q30KQ5	DEFB115	Unknown
Q30KQ8	DEFB112	Unknown
Q30KR1	DEFB109B	Unknown
Q32P51	HNRNPA1L2	Unknown
Q3B7J2	GFOD2	Unknown
Q3B7T3	BEAN1	Unknown
Q3BBV2	NBPF8	Unknown
Q3KNT7	NSUN5P1	Unknown
Q3KNW1	SNAI3	Unknown
Q3KP31	ZNF791	Unknown
Q3KQV9	UAP1L1	Unknown
Q3KQZ1	SLC25A35	2.A.29.15.2;
Q3LI61	KRTAP20-2	Unknown
Q3LI73	KRTAP19-4	Unknown
Q3LI81	KRTAP27-1	Unknown
Q3LI83	KRTAP24-1	Unknown
Q3MIX3	ADCK5	Unknown
Q3SXZ3	ZNF718	Unknown
Q3ZCQ2	ANXA2R	Unknown
Q3ZCT8	KBTBD12	Unknown
Q3ZCW2	LGALSL	Unknown
Q400G9	AMZ1	Unknown
Q494W8	CHRFAM7A	Unknown
Q494X3	ZNF404	Unknown
Q495B1	ANKDD1A	Unknown
Q496H8	NRN1L	Unknown
Q499Z3	SLFNL1	Unknown
Q499Z4	ZNF672	Unknown
Q49A92	C8orf34	Unknown
Q49AA0	ZFP69	Unknown
Q49AG3	ZBED5	Unknown
Q49AR2	C5orf22	Unknown
Q4G0I0	UQCC4	Unknown
Q4G0S7	CCDC152	Unknown
Q4KMZ1	IQCC	Unknown
Q4KMZ8	NKAIN1	8.A.118.1.2;
Q4VXA5	KHDC1	Unknown
Q4W5P6	SMIM43	Unknown
Q502W7	CCDC38	Unknown
Q504U0	C4orf46	Unknown
Q50LG9	LRRC24	Unknown
Q52LA3	LIN52	Unknown
Q52LD8	RFTN2	Unknown
Q52M58	LINC02914	Unknown
Q52M93	ZNF585B	Unknown
Q53EQ6	TIGD5	Unknown
Q53FE4	C4orf17	Unknown
Q53RY4	KRTCAP3	Unknown
Q53S58	TMEM177	Unknown
Q53S99	SLC19A4P	Unknown
Q53SF7	COBLL1	Unknown
Q587I9	SFT2D3	Unknown
Q58A44	PCOTH	Unknown
Q58FF3	HSP90B2P	Unknown
Q58FF6	HSP90AB4P	Unknown
Q58FG0	HSP90AA5P	Unknown
Q58FG1	HSP90AA4P	Unknown
Q5BJE1	CCDC178	Unknown
Q5BLP8	NICOL1	Unknown
Q5CZA5	ZNF805	Unknown
Q5EBM4	ZNF542P	Unknown
Q5FYA8	ARSH	Unknown
Q5GH70	XKR9	2.A.112.1.12;
Q5GH72	XKR7	Unknown
Q5GH73	XKR6	Unknown
Q5GH77	XKR3	2.A.112.1.7;
Q5H913	ARL13A	Unknown
Q5H9K5	ZMAT1	Unknown
Q5H9M0	PWWP3B	Unknown
Q5H9R4	ARMCX4	Unknown
Q5HY98	ZNF766	Unknown
Q5HYK9	ZNF667	Unknown
Q5HYR2	DMRTC1;	Unknown
Q5I0G3	MDH1B	Unknown
Q5I0X7	TTC32	Unknown
Q5JNZ3	ZNF311	Unknown
Q5JPB2	ZNF831	Unknown
Q5JPF3	ANKRD36C	Unknown
Q5JPI3	C3orf38	Unknown
Q5JQF8	PABPC1L2A	Unknown
Q5JQS5	OR2B11	Unknown
Q5JQS6	GCSAML	Unknown
Q5JRC9	FAM47A	Unknown
Q5JRS4	OR10J3	Unknown
Q5JRV8	TMEM255A	9.B.200.1.1;
Q5JS37	NHLRC3	Unknown
Q5JS54	PSMG4	Unknown
Q5JSS6	MEIG1	Unknown
Q5JTD7	LRRC73	Unknown
Q5JU00	DRC5	Unknown
Q5JU67	CFAP157	Unknown
Q5JUK9	PAGE3	Unknown
Q5JV73	FRMPD3	Unknown
Q5JVG2	ZNF484	Unknown
Q5JVG8	ZNF506	Unknown
Q5JWR5	DOP1A	Unknown
Q5JX69	FAM209B	Unknown
Q5JXM2	METTL24	Unknown
Q5MCW4	ZNF569	Unknown
Q5PT55	SLC10A5	2.A.28.1.6;
Q5R387	PLA2G2C	Unknown
Q5SNV9	C1orf167	Unknown
Q5SRH9	TTC39A	Unknown
Q5SV17	TMEM240	Unknown
Q5SV97	PERM1	Unknown
Q5SVQ8	ZBTB41	Unknown
Q5SWX8	ODR4	Unknown
Q5SXM1	ZNF678	Unknown
Q5SY68	S100A7L2	Unknown
Q5SYE7	NHSL1	Unknown
Q5SZD1	C6orf141	Unknown
Q5SZD4	GLYATL3	Unknown
Q5SZI1	LDLRAD2	Unknown
Q5T0B9	ZNF362	Unknown
Q5T1A1	DCST2	Unknown
Q5T1J5	CHCHD2P9	Unknown
Q5T1N1	AKNAD1	Unknown
Q5T1S8	NCMAP	Unknown
Q5T292	TMEM273	Unknown
Q5T3I0	GPATCH4	Unknown
Q5T5D7	ZNF684	Unknown
Q5T5J6	SWT1	Unknown
Q5T5M9	CCNJ	Unknown
Q5T5S1	CCDC183	Unknown
Q5T681	C10orf62	Unknown
Q5T6J7	IDNK	Unknown
Q5T764	IFIT1B	Unknown
Q5T7M9	DIPK1A	Unknown
Q5T7N2	L1TD1	Unknown
Q5T9S5	CCDC18	Unknown
Q5TAG4	NBPF12	Unknown
Q5TC63	GRTP1	Unknown
Q5TEA3	DNAAF9	Unknown
Q5TF21	MTCL3	Unknown
Q5TFE4	NT5DC1	Unknown
Q5TFG8	ZC2HC1B	Unknown
Q5TG30	ARHGAP40	Unknown
Q5TGI0	FAXC	Unknown
Q5TGI4	SAMD5	Unknown
Q5TGS1	HES3	Unknown
Q5TGY1	TMCO4	Unknown
Q5THK1	PRR14L	Unknown
Q5TI25	NBPF14	Unknown
Q5TIE3	VWA5B1	Unknown
Q5TYX0	PRAMEF5	Unknown
Q5TZ20	OR2G6	Unknown
Q5TZJ5	SPATA31A1	Unknown
Q5U3C3	TMEM164	9.B.457.1.1;
Q5UAW9	GPR157	Unknown
Q5VIY5	ZNF468	Unknown
Q5VSG8	MANEAL	Unknown
Q5VT79	ANXA8L1	Unknown
Q5VTJ3	KLHDC7A	Unknown
Q5VTL8	PRPF38B	Unknown
Q5VTM2	AGAP9	Unknown
Q5VTU8	ATP5F1EP2	Unknown
Q5VU69	CFAP141	Unknown
Q5VUD6	DIPK1B	Unknown
Q5VUJ5	AGAP7P	Unknown
Q5VUJ6	LRCH2	Unknown
Q5VUY0	AADACL3	Unknown
Q5VVM6	CCDC30	Unknown
Q5VVW2	GARNL3	Unknown
Q5VW22	AGAP6	Unknown
Q5VWI1	TCERG1L	Unknown
Q5VWK0	NBPF6	Unknown
Q5VX52	SPATA1	Unknown
Q5VXM1	CDCP2	Unknown
Q5VXU3	CHIC1	Unknown
Q5VYM1	SPATA31G1	Unknown
Q5VYV0	FOXB2	Unknown
Q5VYV7	SLX4IP	Unknown
Q5VZ03	NXNL2	Unknown
Q5VZ19	TDRD10	Unknown
Q5VZ46	KIAA1614	Unknown
Q5VZ66	JAKMIP3	Unknown
Q5VZ72	IZUMO3	8.A.55.2.2;
Q5VZI3	TMEM268	Unknown
Q5VZR4	SLC71A3P	Unknown
Q5W0A0	ERICH6B	Unknown
Q5W0B7	TMEM236	Unknown
Q5W0V3	FHIP2A	Unknown
Q5W186	CST9	Unknown
Q5W5W9	RESP18	Unknown
Q5XG99	LYSMD4	Unknown
Q5XKK7	FAM219B	Unknown
Q5XKR9	VCF2	Unknown
Q5XUX1	FBXW9	Unknown
Q5YKI7	GGNBP1	Unknown
Q63HM2	PCNX4	Unknown
Q63HM9	PLCXD3	Unknown
Q63ZE4	SLC22A10	2.A.1.19.27;
Q64ET8	FRG2	Unknown
Q658K8	EEF1DP3	Unknown
Q658L1	SAXO2	Unknown
Q658N2	WSCD1	Unknown
Q68CR1	SEL1L3	Unknown
Q68DI1	ZNF776	Unknown
Q68DY9	ZNF772	Unknown
Q69YL0	NCBP2AS2	Unknown
Q69YN2	CWF19L1	Unknown
Q69YU3	ANKRD34A	Unknown
Q6AHZ1	ZNF518A	Unknown
Q6AI08	HEATR6	Unknown
Q6AI12	ANKRD40	Unknown
Q6AW86	ZNF324B	Unknown
Q6B0B8	TIGD3	Unknown
Q6BEB4	SP5	Unknown
Q6DD87	ZNF787	Unknown
Q6DHV5	CC2D2B	Unknown
Q6DKI1	RPL7L1	Unknown
Q6EBC2	IL31	Unknown
Q6EEV4	POLR2M	Unknown
Q6EKJ0	GTF2IRD2B	Unknown
Q6GPI1	CTRB2	Unknown
Q6ICC9	RTL6	Unknown
Q6ICG6	KIAA0930	Unknown
Q6ICH7	ASPHD2	Unknown
Q6IEE8	SLFN12L	Unknown
Q6IEU7	OR5M10	Unknown
Q6IEV9	OR4C11	Unknown
Q6IEY1	OR4F3;	Unknown
Q6IEZ7	OR2T5	Unknown
Q6IF00	OR2T2	Unknown
Q6IF36	OR8G2P	Unknown
Q6IF42	OR2A2	Unknown
Q6IF63	OR52W1	Unknown
Q6IF82	OR4A47	Unknown
Q6IF99	OR10K2	Unknown
Q6IFG1	OR52E8	Unknown
Q6IFN5	OR7E24	Unknown
Q6IN97	FRMPD2B	Unknown
Q6IPT2	GARIN5A	Unknown
Q6IPX1	TBC1D3C	Unknown
Q6IPX3	TCEAL6	Unknown
Q6IQ21	ZNF770	Unknown
Q6IS14	EIF5AL1	1.I.1.1.3;
Q6JVE6	LCN10	Unknown
Q6JVE9	LCN8	Unknown
Q6L8G5	KRTAP5-10	Unknown
Q6MZZ7	CAPN13	Unknown
Q6NSI8	SANBR	Unknown
Q6NSJ2	PHLDB3	Unknown
Q6NSW5	DENND10P1	Unknown
Q6NT04	TIGD7	Unknown
Q6NT52	CGB2	Unknown
Q6NT89	TRNP1	Unknown
Q6NUN7	JHY	Unknown
Q6NV75	GPR153	Unknown
Q6NVV3	NIPAL1	Unknown
Q6NVV9	ADAM5	Unknown
Q6NW29	RWDD4	Unknown
Q6NX49	ZNF544	Unknown
Q6NXP2	GARIN1A	Unknown
Q6NXT1	ANKRD54	Unknown
Q6NZ63	STEAP1B	Unknown
Q6P093	AADACL2	Unknown
Q6P161	MRPL54	Unknown
Q6P280	ZNF529	Unknown
Q6P387	C16orf46	Unknown
Q6P3V2	ZNF585A	Unknown
Q6P474	PDXDC2P	Unknown
Q6P5R6	RPL22L1	Unknown
Q6P5X7	TMEM71	Unknown
Q6P6B1	ERICH5	Unknown
Q6P6B7	ANKRD16	Unknown
Q6P995	FAM171B	Unknown
Q6P9A1	ZNF530	Unknown
Q6P9A3	ZNF549	Unknown
Q6P9G0	CYB5D1	Unknown
Q6PCB5	RSBN1L	Unknown
Q6PDA7	SPAG11A	Unknown
Q6PEW0	PRSS54	Unknown
Q6PEX7	TEX38	Unknown
Q6PF15	KLHL35	Unknown
Q6PG37	ZNF790	Unknown
Q6PH81	C16orf87	Unknown
Q6PI47	KCTD18	Unknown
Q6PI97	HOATZ	Unknown
Q6PID6	TTC33	Unknown
Q6PII5	HAGHL	Unknown
Q6PIV7	SLC25A34	2.A.29.15.3;
Q6PJE2	POMZP3	Unknown
Q6PK04	CCDC137	Unknown
Q6PK81	ZNF773	Unknown
Q6PP77	XKRX	2.A.112.1.6;
Q6Q6R5	CRIP3	Unknown
Q6S545	POTEH	Unknown
Q6S5H5	POTEG	Unknown
Q6S8J7	POTEA	Unknown
Q6T423	SLC22A25	2.A.1.19.33;
Q6TFL3	CCDC171	Unknown
Q6U949	IGF2-AS	Unknown
Q6UE05	TMEM270	Unknown
Q6UQ28	PLET1	Unknown
Q6URK8	SPMIP8	Unknown
Q6UW01	CBLN3	Unknown
Q6UW02	CYP20A1	Unknown
Q6UW10	SFTA2	Unknown
Q6UWE3	CLPSL2	Unknown
Q6UWF7	NXPE4	Unknown
Q6UWI4	SHISA2	Unknown
Q6UWJ8	CD164L2	Unknown
Q6UWM9	UGT2A3	Unknown
Q6UWN0	LYPD4	Unknown
Q6UWN8	SPINK6	Unknown
Q6UWP8	SBSN	Unknown
Q6UWQ5	LYZL1	Unknown
Q6UWS5	PET117	Unknown
Q6UWU2	GLB1L	Unknown
Q6UWV7	SHISAL2A	Unknown
Q6UWX4	HHIPL2	Unknown
Q6UWY5	OLFML1	Unknown
Q6UX68	XKR5	2.A.112.1.14;
Q6UX72	B3GNT9	Unknown
Q6UX82	LYPD8	Unknown
Q6UXB1	IGFL3	Unknown
Q6UXB3	LYPD2	Unknown
Q6UXD7	SLC49A3	2.A.1.28.8;
Q6UXF7	CLEC18B	Unknown
Q6UXN7	TOMM20L	Unknown
Q6UXS0	CLEC19A	Unknown
Q6UXT6	OR9H1	Unknown
Q6UXU6	TMEM92	Unknown
Q6UXV1	IZUMO2	8.A.55.2.1;
Q6UXY8	TMC5	1.A.17.4.16;
Q6UY01	LRRC31	Unknown
Q6UY18	LINGO4	Unknown
Q6UY27	PATE2	Unknown
Q6V702	CFAP299	Unknown
Q6V9R5	ZNF562	Unknown
Q6XE38	SCGB1D4	Unknown
Q6ZMB5	TMEM184A	2.A.82.1.9;
Q6ZMN8	CCNI2	Unknown
Q6ZMS4	ZNF852	Unknown
Q6ZMV5	PPP4R3C	Unknown
Q6ZMW2	ZNF782	Unknown
Q6ZMW3	EML6	Unknown
Q6ZMY6	WDR88	Unknown
Q6ZMY9	ZNF517	Unknown
Q6ZN01	MAMSTR	Unknown
Q6ZN06	ZNF813	Unknown
Q6ZN19	ZNF841	Unknown
Q6ZN32	ETV3L	Unknown
Q6ZN68	DPY19L2P2	Unknown
Q6ZN79	ZNF705A	Unknown
Q6ZNA1	ZNF836	Unknown
Q6ZNC4	ZNF704	Unknown
Q6ZNF0	ACP7	Unknown
Q6ZNG1	ZNF600	Unknown
Q6ZNG2	DBX2	Unknown
Q6ZNG9	KRABD2	Unknown
Q6ZNI0	GCNT7	Unknown
Q6ZNM6	SPMIP10	Unknown
Q6ZNR0	TMEM91	8.A.58.2.3;
Q6ZP01	RBM44	Unknown
Q6ZPB5	SDIM1	Unknown
Q6ZQQ6	WDR87	Unknown
Q6ZQV5	ZNF788P	Unknown
Q6ZR62	RTL4	Unknown
Q6ZRF7	ZNF818P	Unknown
Q6ZRR5	TLCD5	Unknown
Q6ZRS4	ITPRID1	Unknown
Q6ZS11	RINL	Unknown
Q6ZS30	NBEAL1	Unknown
Q6ZSI9	CAPN12	Unknown
Q6ZSS3	ZNF621	Unknown
Q6ZT07	TBC1D9	Unknown
Q6ZT77	ZNF826P	Unknown
Q6ZU65	UBN2	Unknown
Q6ZU67	BEND4	Unknown
Q6ZU69	SPATA31F1	Unknown
Q6ZUJ4	C3orf62	Unknown
Q6ZUK4	TMEM26	9.B.422.1.1;
Q6ZUS6	CCDC149	Unknown
Q6ZUT6	CCDC9B	Unknown
Q6ZUV0	ACOT7L	Unknown
Q6ZV50	RFX8	Unknown
Q6ZV89	SH2D5	Unknown
Q6ZVC0	NYAP1	Unknown
Q6ZVF9	GPRIN3	Unknown
Q6ZVL6	KIAA1549L	Unknown
Q6ZVT6	CFAP20DC	Unknown
Q6ZVZ8	ASB18	Unknown
Q6ZWB6	KCTD8	Unknown
Q719I0	AHSA2P	Unknown
Q71RC9	SMIM5	Unknown
Q75NE6	MIR17HG	Unknown
Q765I0	UTS2B	Unknown
Q76G19	PDZD4	Unknown
Q76KD6	SPATC1	Unknown
Q76KX8	ZNF534	Unknown
Q7L0X2	ERICH6	Unknown
Q7L211	ABHD13	Unknown
Q7L311	ARMCX2	Unknown
Q7L945	ZNF627	Unknown
Q7RTS6	OTOP2	1.A.110.1.3;
Q7RTT3	SSX9P	Unknown
Q7RTT4	SSX8P	Unknown
Q7RTT5	SSX7	Unknown
Q7RTT6	SSX6P	Unknown
Q7RTU0	TCF24	Unknown
Q7RTU5	ASCL5	Unknown
Q7RTV5	PRXL2C	Unknown
Q7RTX9	SLC16A14	2.A.1.13.12;
Q7RTY3	PRSS45P	Unknown
Q7Z2Q7	LRRC70	Unknown
Q7Z2Y8	GVINP1	Unknown
Q7Z304	MAMDC2	Unknown
Q7Z309	PABIR2	Unknown
Q7Z388	DPY19L4	Unknown
Q7Z3E2	CCDC186	Unknown
Q7Z3J3	RGPD4	Unknown
Q7Z3V5	ZNF571	Unknown
Q7Z422	SZRD1	Unknown
Q7Z4L0	COX8C	3.D.4.11.1;
Q7Z4L9	PPP1R42	Unknown
Q7Z4R8	C6orf120	Unknown
Q7Z4W2	LYZL2	Unknown
Q7Z4Y8	ATP5MGL	Unknown
Q7Z572	SPATA21	Unknown
Q7Z5A8	TAFA3	Unknown
Q7Z5A9	TAFA1	Unknown
Q7Z5J8	ANKAR	Unknown
Q7Z5L0	VMO1	Unknown
Q7Z5L3	C1QL2	8.A.94.1.6;
Q7Z5L4	SPATA19	Unknown
Q7Z5M5	TMC3	Unknown
Q7Z5S9	TMEM144	2.A.7.8.3;
Q7Z5Y7	KCTD20	Unknown
Q7Z692	CEACAM19	Unknown
Q7Z6M2	FBXO33	Unknown
Q7Z6W1	TMCO2	Unknown
Q7Z6W7	DNAJB7	Unknown
Q7Z736	PLEKHH3	Unknown
Q7Z7B8	DEFB128	Unknown
Q7Z7J9	CAMK2N1	Unknown
Q7Z7K0	CMC1	Unknown
Q7Z7K2	ZNF467	Unknown
Q86SI9	IRX2-DT	Unknown
Q86SM5	MRGPRG	Unknown
Q86T20	SMIM29	Unknown
Q86T29	ZNF605	Unknown
Q86T75	NBPF11	Unknown
Q86TE4	LUZP2	Unknown
Q86UF2	CTAGE6	Unknown
Q86UV7	TRIM73	Unknown
Q86V35	CABP7	Unknown
Q86V71	ZNF429	Unknown
Q86V85	GPR180	Unknown
Q86V87	FHIP2B	Unknown
Q86V88	MDP1	Unknown
Q86VE3	SATL1	Unknown
Q86VG3	IFTAP	Unknown
Q86VQ1	GLCCI1	Unknown
Q86VR8	FJX1	Unknown
Q86VY9	TMEM200A	Unknown
Q86VZ2	WDR5B	Unknown
Q86W25	NLRP13	Unknown
Q86W34	AMZ2	Unknown
Q86WR6	CHCT1	Unknown
Q86WR7	PROSER2	Unknown
Q86WZ6	ZNF227	Unknown
Q86XA9	HEATR5A	Unknown
Q86XD8	ZFAND4	Unknown
Q86XG9	NBPF5P	Unknown
Q86XN6	ZNF761	Unknown
Q86XS5	ANGPTL5	Unknown
Q86XU0	ZNF677	Unknown
Q86XZ4	SPATS2	Unknown
Q86YB7	ECHDC2	Unknown
Q86YG4	NT5DC4	Unknown
Q86YN1	DOLPP1	Unknown
Q86YQ2	BPIFA4P	Unknown
Q86YR6	POTED	Unknown
Q8IUA0	WFDC8	Unknown
Q8IUB2	WFDC3	Unknown
Q8IUB3	WFDC10B	Unknown
Q8IUB5	WFDC13	Unknown
Q8IUF1	ZNG1B	Unknown
Q8IUH2	CREG2	Unknown
Q8IUK8	CBLN2	Unknown
Q8IUL8	CILP2	Unknown
Q8IUS5	EPHX4	Unknown
Q8IV03	LURAP1L	Unknown
Q8IV33	KIAA0825	Unknown
Q8IV35	CFAP337	Unknown
Q8IV38	ANKMY2	Unknown
Q8IV42	PSTK	Unknown
Q8IV50	LYSMD2	Unknown
Q8IVA1	PCP2	Unknown
Q8IVC4	ZNF584	Unknown
Q8IVF6	ANKRD18A	Unknown
Q8IVN8	SBSPON	Unknown
Q8IVU1	IGDCC3	Unknown
Q8IVU9	CABCOCO1	Unknown
Q8IVV8	NKAIN4	8.A.118.1.5;
Q8IVW1	ARL17A	Unknown
Q8IVY1	C1orf210	Unknown
Q8IW50	FAM219A	Unknown
Q8IW92	GLB1L2	Unknown
Q8IWB4	SPATA31A7	Unknown
Q8IX94	CTAGE4	Unknown
Q8IXE1	OR4N5	Unknown
Q8IXF9	AQP12A	1.A.8.4.2;
Q8IXM7	CIMAP1C	Unknown
Q8IXQ4	GPALPP1	Unknown
Q8IXT5	RBM12B	Unknown
Q8IXX5	TMEM183A	Unknown
Q8IY51	TIGD4	Unknown
Q8IY85	EFCAB13	Unknown
Q8IYA7	MKX	Unknown
Q8IYB9	ZNF595	Unknown
Q8IYK2	TEKTL1	Unknown
Q8IYL3	C1orf174	Unknown
Q8IYM0	FAM186B	Unknown
Q8IYN0	ZNF100	Unknown
Q8IYP2	PRSS58	Unknown
Q8IYS2	KIAA2013	Unknown
Q8IYS8	BOD1L2	Unknown
Q8IYW4	ENTHD1	Unknown
Q8IZ13	FAM200C	Unknown
Q8IZ16	SPACDR	Unknown
Q8IZ40	RCOR2	Unknown
Q8IZ81	ELMOD2	Unknown
Q8IZD0	SAMD14	Unknown
Q8IZM8	ZNF654	Unknown
Q8IZN7	DEFB107A	Unknown
Q8IZP2	ST13P4	Unknown
Q8IZU2	WDR17	Unknown
Q8IZY5	BLID	Unknown
Q8N0U6	LINC00518	Unknown
Q8N0U7	C1orf87	Unknown
Q8N0V4	LGI2	Unknown
Q8N0Y3	OR4N4	Unknown
Q8N0Y5	OR8I2	Unknown
Q8N0Z2	ABRA	Unknown
Q8N0Z8	PUSL1	Unknown
Q8N0Z9	VSIG10	Unknown
Q8N127	OR5AS1	Unknown
Q8N129	CNPY4	Unknown
Q8N141	ZFP82	Unknown
Q8N146	OR8H3	Unknown
Q8N148	OR6V1	Unknown
Q8N162	OR8H2	Unknown
Q8N1A6	C4orf33	Unknown
Q8N1D5	CFAP107	Unknown
Q8N1E2	LYG1	Unknown
Q8N1L4	CYP4Z2P	Unknown
Q8N1W2	ZNF710	Unknown
Q8N228	SCML4	Unknown
Q8N283	ANKRD35	Unknown
Q8N2E2	VWDE	Unknown
Q8N2I2	ZNF619	Unknown
Q8N2X6	EXOC3-AS1	Unknown
Q8N323	NXPE1	Unknown
Q8N328	PGBD3	Unknown
Q8N336	ELMOD1	Unknown
Q8N349	OR2L13	Unknown
Q8N3F9	GPR137C	Unknown
Q8N3H0	TAFA2	Unknown
Q8N3R3	TCAIM	Unknown
Q8N3S3	PHTF2	1.A.152.1.3;
Q8N3T6	TMEM132C	Unknown
Q8N3Z0	PRSS35	Unknown
Q8N3Z3	GTPBP8	Unknown
Q8N413	SLC25A45	2.A.29.8.7;
Q8N434	SVOPL	2.A.1.82.6;
Q8N456	LRRC18	Unknown
Q8N468	SLC60A1	2.A.1.7.24;
Q8N4B4	FBXO39	Unknown
Q8N4E4	PDCL2	Unknown
Q8N4F7	RNF175	Unknown
Q8N4H0	SPATA6L	Unknown
Q8N4S0	CCDC82	Unknown
Q8N4V2	SVOP	Unknown
Q8N567	ZCCHC9	Unknown
Q8N584	TTC39C	Unknown
Q8N587	ZNF561	Unknown
Q8N5J4	SPIC	Unknown
Q8N5T2	TBC1D19	Unknown
Q8N5U1	MS4A15	Unknown
Q8N5W9	RFLNB	Unknown
Q8N5X7	EIF4E3	Unknown
Q8N660	NBPF15	Unknown
Q8N687	DEFB125	Unknown
Q8N688	DEFB123	Unknown
Q8N699	MYCT1	Unknown
Q8N6M5	ALLC	Unknown
Q8N6M8	IQCF1	Unknown
Q8N6N3	C1orf52	Unknown
Q8N6N6	NATD1	Unknown
Q8N6N7	ACBD7	Unknown
Q8N6Q1	TMCO5A	Unknown
Q8N6Y2	LRRC17	Unknown
Q8N782	ZNF525	Unknown
Q8N7C7	RNF148	Unknown
Q8N7F7	UBL4B	Unknown
Q8N7G0	POU5F2	Unknown
Q8N7M0	DYNLT5	Unknown
Q8N7P1	PLD5	Unknown
Q8N7Q3	ZNF676	Unknown
Q8N7S2	DNAJC5G	Unknown
Q8N7X1	RBMXL3	Unknown
Q8N7X2	STPG3	Unknown
Q8N7Z5	ANKRD31	Unknown
Q8N815	CNTD1	Unknown
Q8N878	FRMD1	Unknown
Q8N8C0	ZNF781	Unknown
Q8N8D1	PDCD7	Unknown
Q8N8F7	LSMEM1	Unknown
Q8N8M0	NAT16	Unknown
Q8N8R5	C2orf69	Unknown
Q8N8U3	RTL3	Unknown
Q8N8Z6	DCBLD1	Unknown
Q8N944	AMER3	Unknown
Q8N957	ANKFN1	Unknown
Q8N961	ABTB2	Unknown
Q8N967	LRTM2	Unknown
Q8N972	ZNF709	Unknown
Q8N998	CCDC89	Unknown
Q8N9B8	RASGEF1A	Unknown
Q8N9F8	ZNF454	Unknown
Q8N9K5	ZNF565	Unknown
Q8N9M1	C19orf47	Unknown
Q8N9N7	LRRC57	Unknown
Q8N9T8	KRI1	Unknown
Q8N9U0	TC2N	Unknown
Q8N9V7	TOPAZ1	Unknown
Q8N9W8	GARIN2	Unknown
Q8N9Y4	FAM181A	Unknown
Q8NA23	WDR31	Unknown
Q8NA47	CCDC63	Unknown
Q8NA69	SAXO5	Unknown
Q8NAA5	LRRC75A	Unknown
Q8NAB2	KBTBD3	Unknown
Q8NB42	ZNF527	Unknown
Q8NB46	ANKRD52	Unknown
Q8NB50	ZFP62	Unknown
Q8NBE8	KLHL23	Unknown
Q8NBP5	SLC67A2	2.A.1.2.105;
Q8NC74	RBBP8NL	Unknown
Q8NCI6	GLB1L3	Unknown
Q8NCL8	TMEM116	Unknown
Q8NCL9	APCDD1L	Unknown
Q8NCN5	PDPR	Unknown
Q8NCQ5	FBXO15	Unknown
Q8NCR9	CLRN3	9.A.46.1.3;
Q8NCX0	CCDC150	Unknown
Q8ND24	RNF214	Unknown
Q8ND61	C3orf20	Unknown
Q8NDB6	FAM156A	Unknown
Q8NDW4	ZNF248	Unknown
Q8NDY3	ADPRHL1	Unknown
Q8NDY6	BHLHE23	Unknown
Q8NDZ0	BEND2	Unknown
Q8NDZ6	TMEM161B	Unknown
Q8NE00	SLC38A12	2.A.18.10.1;
Q8NE18	NSUN7	Unknown
Q8NE22	SETD9	Unknown
Q8NE65	ZNF738	Unknown
Q8NEA5	C19orf18	Unknown
Q8NEC7	GSTCD	Unknown
Q8NEG5	ZSWIM2	Unknown
Q8NEG7	DENND6B	Unknown
Q8NEK5	ZNF548	Unknown
Q8NEM1	ZNF680	Unknown
Q8NEM2	SHCBP1	Unknown
Q8NEP7	KLHDC9	Unknown
Q8NES8	DEFB124	Unknown
Q8NEW7	TMIE	1.A.9.1.22;8.A.116.1.2;
Q8NFI4	ST13P5	Unknown
Q8NFQ5	BPIFB6	Unknown
Q8NFQ6	BPIFC	Unknown
Q8NFR7	CCDC148	Unknown
Q8NFU4	FDCSP	Unknown
Q8NFV5	SPDYE1	Unknown
Q8NFZ6	VN1R2	Unknown
Q8NG35	DEFB105A	Unknown
Q8NG41	NPB	Unknown
Q8NG75	OR5T1	Unknown
Q8NG76	OR2T33	Unknown
Q8NG77	OR2T12	Unknown
Q8NG78	OR8G5	Unknown
